Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire
2042-I-2;15;AA;NAD;C058.3124.03;NON;;AdresseEtrangere3;AFT- Si addresse à l'étranger, adresse en clair (libellé 3);
2042-I-2;15;AA;NAD;C058.3124.04;NON;;AdresseEtrangere4;AFT- Si addresse à l'étranger, adresse en clair (libellé 4);
2042-I-2;15;AA;NAD;C819.3228.01;NON;;AdresseDivisionTerritoriale;AFT- Si résidence en France (code 99100) : adresse codée (codification sous la forme code INSEE département/commune + code voie DGFiP + n° voie  + indice de répétition;9 minimum (code comune + voirie) ou 13 (code commune + voirie + numéro de voie) ou 14 (code commune + voirie + numéro de voie indice de répétition)
2042-I-2;15;AA;NAD;C819.3229.01;NON;;AdresseCodeDivisionTerritoriale;AFT- Code Pays (Code INSEE);5 numérique fixe
2042-I-2;15;AB;RFF;C506.1154.01;NON;;Valeur;AFT- Si appartement- N° d'appartement;5 alphanumérique
2042-I-2;15;AC;QTY;C186.6060.01;NON;;Valeur;AFT- Si appartement- Etage;2 numérique
2042-I-2;15;AD;RFF;C506.1154.01;NON;;Valeur;AFT- Si appartement- Escalier;3 alphanumérique
2042-I-2;15;AE;RFF;C506.1154.01;NON;;Valeur;AFT- Si appartement- Bâtiment;10 alphanumérique
2042-I-2;15;AF;RFF;C506.1154.01;NON;;Valeur;AFT- Si appartement- Résidence;30 alphanumérique
2042-I-2;15;AG;QTY;C186.6060.01;NON;;Valeur;AFT- Si appartement- Nombre de pièces;2 numérique
2042-I-2;15;AH;DTM;C507.2380.01;NON;102;Valeur;AFT- Si départ à l'étranger : Date de départ à l'étranger;SSAAMMJJ, Format attendu : yyyyMMdd
2042-I-2;15;AI;DTM;C507.2380.01;NON;102;Valeur;AFT- Si retour en France : Date de retour en France;SSAAMMJJ, Format attendu : yyyyMMdd
2042-I-2;15;AJ;CCI;C889.7111.01;NON;SMO;Valeur;AFT- Mode d'occupation- Statut;
2042-I-2;15;AK;NAD;C080.3036.01;NON;;Designation;AFT- Mode d'occupation (en cas d'hébergement) : Nom de la personne vous hébergeant;35 alphanumérique
2042-I-2;15;AK;NAD;C080.3036.02;NON;;DesignationSuite1;AFT- Mode d'occupation (en cas d'hébergement) : Prénom de la personne vous hébergeant;30 alphanumérique
2042-I-2;15;AL;NAD;C080.3036.01;NON;;Designation;AFT- Mode d'occupation- Nom du propriétaire;35 alphanumérique
2042-I-2;15;AL;NAD;C080.3036.02;NON;;DesignationSuite1;AFT- Mode d'occupation- Prénom du propriétaire;30 alphanumérique
2042-I-2;15;AM;NAD;C080.3036.01;NON;;Designation;AFT- Nom du colocataire (en cas de colocation);35 alphanumérique
2042-I-2;15;AM;NAD;C080.3036.02;NON;;DesignationSuite1;AFT- Prénom du colocataire (en cas de colocation);35 alphanumérique
2042-I-2;15;AN;CCI;C889.7111.01;NON;TBX;Valeur;AFT - Changement d'adresse au cours de l'année N et au plus tard au 1er janvier N+1;
2042-I-2;15;BA;CCI;C889.7111.01;NON;TBX;Valeur;DAC-  Avez-vous déménagé depuis le 02/01/N+1?;
2042-I-2;15;BB;DTM;C507.2380.01;NON;102;Valeur;DAC- Date du déménagement;Format attendu : yyyyMMdd
2042-I-2;15;BC;NAD;0000.3164.01;NON;;AdresseVille;DAC - En clair - Ville;
2042-I-2;15;BC;NAD;0000.3251.01;NON;;AdresseCodePostal;DAC - En clair - Code postal;5 alphanumérique fixe
2042-I-2;15;BC;NAD;C058.3124.01;NON;;AdresseEtrangere1;DAC- Si addresse à l'étranger, adresse en clair (libellé 1);
2042-I-2;15;BC;NAD;C058.3124.02;NON;;AdresseEtrangere2;DAC- Si addresse à l'étranger, adresse en clair (libellé 2);
2042-I-2;15;BC;NAD;C058.3124.03;NON;;AdresseEtrangere3;DAC- Si addresse à l'étranger, adresse en clair (libellé 3);
2042-I-2;15;BC;NAD;C058.3124.04;NON;;AdresseEtrangere4;DAC- Si addresse à l'étranger, adresse en clair (libellé 4);
2042-I-2;15;BC;NAD;C059.3042.01;NON;;AdresseNumero, AdresseRepetabilite, AdresseVoie;DAC - En clair - N° + indice de répétition + Voie;35 alphanumérique dont position 1 à 4 : numérique  position 5 : [0..9/A..Z]
2042-I-2;15;BC;NAD;C059.3042.02;NON;;AdresseComplement;DAC - En clair - Complément d'adresse en clair;30 alphanumérique
2042-I-2;15;BC;NAD;C059.3042.03;NON;;AdresseHameau;DAC - En clair - Lieu dit / Hameau;30 alphanumérique
2042-I-2;15;BC;NAD;C819.3228.01;NON;;AdresseDivisionTerritoriale;DAC- Si résidence en France (code 99100) : adresse codée (codification sous la forme code INSEE département/commune + code voie DGFiP + n° voie  + indice de répétition;9 minimum (code comune + voirie) ou 13 (code commune + voirie + numéro de voie) ou 14 (code commune + voirie + numéro de voie indice de répétition)
2042-I-2;15;BC;NAD;C819.3229.01;NON;;AdresseCodeDivisionTerritoriale;DAC- Code Pays (Code INSEE);5 numérique fixe
2042-I-2;15;BD;NAD;C080.3036.01;NON;;Designation;DAC- Nom du colocataire (en cas de colocation);35 alphanumérique
2042-I-2;15;BD;NAD;C080.3036.02;NON;;DesignationSuite1;DAC- Prénom du colocataire (en cas de colocation);35 alphanumérique
2042-I-2;15;BE;RFF;C506.1154.01;NON;;Valeur;DAC- Si appartement- N° d'appartement;5 alphanumérique
2042-I-2;15;BF;QTY;C186.6060.01;NON;;Valeur;DAC- Si appartement- Etage;2 numérique
2042-I-2;15;BG;RFF;C506.1154.01;NON;;Valeur;DAC- Si appartement- Escalier;3 alphanumérique
2042-I-2;15;BH;RFF;C506.1154.01;NON;;Valeur;DAC- Si appartement- Bâtiment;10 alphanumérique
2042-I-2;15;BI;RFF;C506.1154.01;NON;;Valeur;DAC- Si appartement- Résidence;30 alphanumérique
2042-I-2;15;BJ;NAD;C080.3036.01;NON;;Designation;DAC- En cas d'hébergement : Nom de la personne vous hébergeant;35 alphanumérique
2042-I-2;15;BJ;NAD;C080.3036.02;NON;;DesignationSuite1;DAC- En cas d'hébergement : Prénom de la personne vous hébergeant;30 alphanumérique
2042-I-2;15;CA;CCI;C889.7111.01;NON;ASE;Valeur;ASE- A quel titre vous complétez cette adresse spéciale d'envoi ? ° 1- Curatelle, ° 2- Tutelle, ° 3- Héritier en cas de décès du contribuable, ° 4- Notaire en cas de décès du contribuable, ° 5- Parent ou tiers destinataire, ° 6- Boite postale;
2042-I-2;15;CB;NAD;0000.3164.01;NON;;AdresseVille;ASE - En clair - Ville;
2042-I-2;15;CB;NAD;0000.3251.01;NON;;AdresseCodePostal;ASE - En clair - Code postal;5 alphanumérique fixe
2042-I-2;15;CB;NAD;C058.3124.01;NON;;AdresseEtrangere1;ASE - Adresse à l'étranger - Libellé 1;
2042-I-2;15;CB;NAD;C058.3124.02;NON;;AdresseEtrangere2;ASE - Adresse à l'étranger - Libellé 2;
2042-I-2;15;CB;NAD;C058.3124.03;NON;;AdresseEtrangere3;ASE - Adresse à l'étranger - Libellé 3;
2042-I-2;15;CB;NAD;C058.3124.04;NON;;AdresseEtrangere4;ASE - Adresse à l'étranger - Libellé 4;
2042-I-2;15;CB;NAD;C059.3042.01;NON;;AdresseNumero, AdresseRepetabilite, AdresseVoie;ASE - En clair - N° + indice de répétition + Voie;35 alphanumérique dont position 1 à 4 : numérique  position 5 : [0..9/A..Z]
2042-I-2;15;CB;NAD;C059.3042.02;NON;;AdresseComplement;ASE - En clair - Complément d'adresse en clair;30 alphanumérique
2042-I-2;15;CB;NAD;C059.3042.03;NON;;AdresseHameau;ASE - En clair - Lieu dit / Hameau;30 alphanumérique
2042-I-2;15;CB;NAD;C080.3036.01;NON;;Designation;ASE - Nom du destinataire du courrier;30 alphanumérique
2042-I-2;15;CB;NAD;C080.3036.02;NON;;DesignationSuite1;ASE - Nom suite;30 alphanumérique
2042-I-2;15;CB;NAD;C819.3228.01;NON;;AdresseDivisionTerritoriale;ASE - Si résidence en France (code 99100) : adresse codée (codification sous la forme code INSEE département/commune + code voie DGFiP + n° voie  + indice de répétition;9 minimum (code comune + voirie) ou 13 (code commune + voirie + numéro de voie) ou 14 (code commune + voirie + numéro de voie indice de répétition)
2042-I-2;15;CB;NAD;C819.3229.01;NON;;AdresseCodeDivisionTerritoriale;ASE - Code Pays INSEE;5 numérique fixe
2042-I-2;15;CC;NAD;C080.3036.01;NON;;Designation;ASE- En cas d'hébergement : Nom de la personne vous hébergeant;35 alphanumérique
2042-I-2;15;CC;NAD;C080.3036.02;NON;;DesignationSuite1;ASE- En cas d'hébergement : Prénom de la personne vous hébergeant;30 alphanumérique
2042-I-2;15;CD;CCI;C889.7111.01;NON;TBX;Valeur;ASE- Si vous souhaitez demander l'annulation de l'adresse spéciale d'envoi connue de l'administration, cochez la case;
2042-I-2;15;CE;NAD;C080.3036.01;NON;;Designation;ASE- Nom du colocataire (en cas de colocation);35 alphanumérique
2042-I-2;15;CE;NAD;C080.3036.02;NON;;DesignationSuite1;ASE- Prénom du colocataire (en cas de colocation);35 alphanumérique
2042-I-3;15;AA;DTM;C507.2380.01;NON;102;Valeur;Changement de situation de famille intervenu en N-1 : Date du mariage / Pacs N-1;Format attendu : yyyyMMdd
2042-I-3;15;AB;CCI;C889.7111.01;NON;SF1;Valeur;Changement de situation de famille intervenu en N-1 : Situation de famille au 1er janvier N;
2042-I-3;15;AC;CCI;C889.7111.01;NON;SF2;Valeur;Changement de situation de famille intervenu en N : Nature du changement de situation de famille;
2042-I-3;15;BA;DTM;C507.2380.01;NON;102;Valeur;Mariage / Pacs : Date du Mariage ou du Pacs;Format attendu : yyyyMMdd
2042-I-3;15;BB;CCI;C889.7111.01;NON;TBX;Valeur;Mariage / Pacs : en cas de mariage avec votre partenaire PACS, cochez la case;
2042-I-3;15;BC;CCI;C889.7111.01;NON;TBX;Valeur;Mariage / Pacs : Optez-vous pour la déclaration séparée?;
2042-I-3;15;BD;NAD;C082.3039.01;NON;;Identifiant;Mariage / Pacs : si vousn optez pour la déclaration séparée, SPI du conjoint ou du partenaire;
2042-I-3;15;CA;DTM;C507.2380.01;NON;102;Valeur;Divorce / Séparation / Rupture de Pacs : date de Séparation / Séparation / Ruprure de Pacs;Format attendu : yyyyMMdd
2042-I-3;15;CB;CCI;C889.7111.01;NON;SF3;Valeur;Divorce / Séparation / Rupture de Pacs : votre état matrimonial après Divorce / Séparation;
2042-I-3;15;DA;DTM;C507.2380.01;NON;102;Valeur;Décès d'une personne seule (C,V,D) ou Couple (M, P) dont les membres du foyer sont décédés le même jour : date du décès;Format attendu : yyyyMMdd
2042-I-3;15;EA;CCI;C889.7111.01;NON;NDD;Valeur;Couple marié ou Pacsé au 1er janvier N en l'absnece de décès simultanné des membres du foyer : Déclaration commune pour la période avant décès ou déclaration en tant que personne seule (conjoint survivant) pour la période après décès;
2042-I-3;15;EB;CCI;C889.7111.01;NON;PV3;Valeur;Couple marié ou Pacsé au 1er janvier N en l'absnece de décès simultanné des membres du foyer : Si vous souscrivez une déclaration commune en tant que couple Marié ou Pacsé pour la période avant décès, veuillez préciser la date de décès de votre conjoint et sa qualité dans le couple (D1,D2) : Qualité du conjoint décédé;
2042-I-3;15;EC;DTM;C507.2380.01;NON;102;Valeur;Couple marié ou Pacsé au 1er janvier N en l'absnece de décès simultanné des membres du foyer : Si vous souscrivez une déclaration commune en tant que couple Marié ou Pacsé pour la période avant décès, veuillez préciser la date de décès de votre conjoint et sa qualité dans le couple (D1,D2) : Date de décès du conjoint;Format attendu : yyyyMMdd
2042-I-3;15;ED;DTM;C507.2380.01;NON;102;Valeur;Si vous souscrivez cette déclaration en tant que personne seule, conjoint survivant : date de décès de votre conjoint;Format attendu : yyyyMMdd
2042-I-3;15;EF;DTM;C507.2380.01;NON;102;Valeur;Dans le cas particulier du décès des deux membres du couple à des dates différentes : date de décès du 2ème défunt;Format attendu : yyyyMMdd
2042-0;15;AA;FII;C078.3194.01;NON;;Iban;IBAN;
2042-0;15;AA;FII;C088.3433.01;NON;;Bic;BIC;
2042-0;15;AB;CCI;C889.7111.01;NON;TCB;Valeur;Titulaire du compte - veuillez préciser : ° 1- Déclarant 1, ° 2- Déclarant 2, ° 3- Déclarant 1 ou Déclarant 2;
2042-0;15;AC;CCI;C889.7111.01;NON;TBX;Valeur;Les coordonnées bancaires ne doivent être complétées que si vous souhaitez les déclarer pour la première fois ou modifiez celles détenues par l'administration, à cet effet, cochez la case suivante;
2042-0;15;BA;CCI;C889.7111.01;NON;TBX;Valeur;Case à cocher : absence de télévision;
2042-0;15;BB;CCI;C889.7111.01;NON;TBX;Valeur;Mandataire;
2042-0;15;BC;CCI;C889.7111.01;NON;TBX;Valeur;Tiers de confiance;
2042-0;15;BD;NAD;C076.3148.01;NON;TE;Telephone;Dans l'éventualité où un contact serait nécessaire à réception de la déclaration par le SI DGFiP, veuillez, éventuellement, préciser le téléphone;minimum = 10 numérique  maximum 13 numérique
2042-0;15;BD;NAD;C076.3148.01;NON;EM;Email;Dans l'éventualité où un contact serait nécessaire à réception de la déclaration par le SI DGFiP, veuillez, éventuellement, préciser le courriel/mél;60 alpha-num @ 60 alph-num
2042-0;15;BD;NAD;C080.3036.01;NON;;Designation;Dans l'éventualité où un contact serait nécessaire à réception de la déclaration par le SI DGFiP, veuillez, éventuellement, préciser le nom du contact;35 alphanumérique
2042-0;15;BD;NAD;C080.3036.02;NON;;DesignationSuite1;Dans l'éventualité où un contact serait nécessaire à réception de la déclaration par le SI DGFiP, veuillez, éventuellement, préciser le nom du contact (suite);35 alphanumérique
2042-0;15;CA;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants non mariés de moins de 18 ans au 1er janvier N ou nés en N ou handicapés quel que soit l'âge;2 numérique
2042-0;15;CB;QTY;C186.6060.01;NON;;Valeur;dont enfants titulaires de la carte d'invalidité;2 numérique
2042-0;15;CC;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants en résidence alternée non mariés de moins de 18 ans au 1er janvier N ou nés en N ou handicapés quel que soit l'âge;2 numérique
2042-0;15;CD;QTY;C186.6060.01;NON;;Valeur;dont enfants titulaires de la carte d'invalidité;2 numérique
2042-0;15;CE;QTY;C186.6060.01;NON;;Valeur;Nombre de personnes invalides à charge vivant sous le toit;2 numérique
2042-0;15;EA;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants célibataires (ou veufs ou divorcés) majeurs sans enfants;2 numérique
2042-0;15;EB;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants mariés/Pacsés et d'enfants non mariés chargés de famille (y compris le conjoint et les enfants à charge exclusive);2 numérique
2042-0;15;EC;QTY;C186.6060.01;NON;;Valeur;Nombre de petits-enfants en résidence alternée issus de parents rattaxchés;2 numérique
2042-0;15;FA;MOA;C516.5004.01;NON;;Valeur;Revenus à imposer selon le système du quotient;8 numérique
2042-0;15;FB;FTX;C108.4440.01;OUI;;TexteLibre1;Revenu exceptionnel ou différé - Nature;30 alphanumérique
2042-0;15;FC;MOA;C516.5004.01;OUI;;Valeur;Revenu exceptionnel ou différé - Montant;8 numérique
2042-0;15;FD;DTM;C507.2380.01;OUI;602;Valeur;Revenu exceptionnel ou différé - Année d'échéance normale de ces revenus;SSAA, Format attendu : yyyy
2042-0;15;FE;NAD;C080.3036.01;OUI;;Designation;Revenu exceptionnel ou différé - Pour les bénéfices agricoles : titulaire;
2042-0;15;FF;CCI;C889.7111.01;OUI;TBX;Valeur;Revenu exceptionnel ou différé - Pour les bénéfices agricoles : adhérent CGA ou non;
2042-0;15;FG;CCI;C889.7111.01;OUI;QLP;Valeur;Revenu exceptionnel ou différé - qualité de la personne;
2042-0;15;GA;FTX;C108.4440.01;NON;;TexteLibre1;Renseignements complémentaires (libellé 1);
2042-0;15;GA;FTX;C108.4440.02;NON;;TexteLibre2;Renseignements complémentaires (libellé 2);
2042-0;15;GA;FTX;C108.4440.03;NON;;TexteLibre3;Renseignements complémentaires (libellé 3);
2042-0;15;GA;FTX;C108.4440.04;NON;;TexteLibre4;Renseignements complémentaires (libellé 4);
2042-0;15;GA;FTX;C108.4440.05;NON;;TexteLibre5;Renseignements complémentaires (libellé 5);
2042-0;15;GB;CCI;C889.7111.01;NON;TBX;Valeur;Signalement d'une mention expresse;
2042-0;15;GC;FTX;C108.4440.01;NON;;TexteLibre1;Mention expresse (libellé 1);
2042-0;15;GC;FTX;C108.4440.02;NON;;TexteLibre2;Mention expresse (libellé 2);
2042-0;15;GC;FTX;C108.4440.03;NON;;TexteLibre3;Mention expresse (libellé 3);
2042-0;15;GC;FTX;C108.4440.04;NON;;TexteLibre4;Mention expresse (libellé 4);
2042-0;15;GC;FTX;C108.4440.05;NON;;TexteLibre5;Mention expresse (libellé 5);
2042-1;15;AA;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - Déclarant 1;8 numérique
2042-1;15;AB;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - Déclarant 2;8 numérique
2042-1;15;AC;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - PAC 1;8 numérique
2042-1;15;AD;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - PAC 2;8 numérique
2042-1;15;AE;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - PAC 3;8 numérique
2042-1;15;AF;MOA;C516.5004.01;NON;;Valeur;Revenus d'activité - Autres PAC;8 numérique
2042-1;15;AG;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - Déclarant 1;8 numérique
2042-1;15;AH;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - Déclarant 2;8 numérique
2042-1;15;AI;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - PAC 1;8 numérique
2042-1;15;AJ;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - PAC 2;8 numérique
2042-1;15;AK;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - PAC 3;8 numérique
2042-1;15;AL;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables - Autres PAC;8 numérique
2042-1;15;AM;MOA;C516.5004.01;NON;;Valeur;Frais réels - Déclarant 1;8 numérique
2042-1;15;AN;MOA;C516.5004.01;NON;;Valeur;Frais réels - Déclarant 2;8 numérique
2042-1;15;AO;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 1;8 numérique
2042-1;15;AP;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 2;8 numérique
2042-1;15;AQ;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 3;8 numérique
2042-1;15;AR;MOA;C516.5004.01;NON;;Valeur;Frais réels - Autres PAC;8 numérique
2042-1;15;BA;CCI;C889.7111.01;NON;TBX;Valeur;Case à cocher : Demandeur d'emploi - Déclarant 1;
2042-1;15;BB;CCI;C889.7111.01;NON;TBX;Valeur;Case à cocher : demandeur d'emploi - Déclarant 2;
2042-1;15;BC;CCI;C889.7111.01;NON;TBX;Valeur;Case à cocher : demandeur  d'emploi - PAC 1;8 numérique
